id,path,label
TRAIN_1300,/content/drive/My Drive/CremaD/train/TRAIN_1300.wav,5
TRAIN_1301,/content/drive/My Drive/CremaD/train/TRAIN_1301.wav,0
TRAIN_1302,/content/drive/My Drive/CremaD/train/TRAIN_1302.wav,1
TRAIN_1303,/content/drive/My Drive/CremaD/train/TRAIN_1303.wav,0
TRAIN_1304,/content/drive/My Drive/CremaD/train/TRAIN_1304.wav,2
TRAIN_1305,/content/drive/My Drive/CremaD/train/TRAIN_1305.wav,4
TRAIN_1306,/content/drive/My Drive/CremaD/train/TRAIN_1306.wav,0
TRAIN_1307,/content/drive/My Drive/CremaD/train/TRAIN_1307.wav,5
TRAIN_1308,/content/drive/My Drive/CremaD/train/TRAIN_1308.wav,2
TRAIN_1309,/content/drive/My Drive/CremaD/train/TRAIN_1309.wav,2
TRAIN_1310,/content/drive/My Drive/CremaD/train/TRAIN_1310.wav,2
TRAIN_1311,/content/drive/My Drive/CremaD/train/TRAIN_1311.wav,2
TRAIN_1312,/content/drive/My Drive/CremaD/train/TRAIN_1312.wav,1
TRAIN_1313,/content/drive/My Drive/CremaD/train/TRAIN_1313.wav,3
TRAIN_1314,/content/drive/My Drive/CremaD/train/TRAIN_1314.wav,4
TRAIN_1315,/content/drive/My Drive/CremaD/train/TRAIN_1315.wav,0
TRAIN_1316,/content/drive/My Drive/CremaD/train/TRAIN_1316.wav,3
TRAIN_1317,/content/drive/My Drive/CremaD/train/TRAIN_1317.wav,3
TRAIN_1318,/content/drive/My Drive/CremaD/train/TRAIN_1318.wav,2
TRAIN_1319,/content/drive/My Drive/CremaD/train/TRAIN_1319.wav,3
TRAIN_1320,/content/drive/My Drive/CremaD/train/TRAIN_1320.wav,2
TRAIN_1321,/content/drive/My Drive/CremaD/train/TRAIN_1321.wav,3
TRAIN_1322,/content/drive/My Drive/CremaD/train/TRAIN_1322.wav,3
TRAIN_1323,/content/drive/My Drive/CremaD/train/TRAIN_1323.wav,1
TRAIN_1324,/content/drive/My Drive/CremaD/train/TRAIN_1324.wav,0
TRAIN_1325,/content/drive/My Drive/CremaD/train/TRAIN_1325.wav,0
TRAIN_1326,/content/drive/My Drive/CremaD/train/TRAIN_1326.wav,0
TRAIN_1327,/content/drive/My Drive/CremaD/train/TRAIN_1327.wav,0
TRAIN_1328,/content/drive/My Drive/CremaD/train/TRAIN_1328.wav,3
TRAIN_1329,/content/drive/My Drive/CremaD/train/TRAIN_1329.wav,5
TRAIN_1330,/content/drive/My Drive/CremaD/train/TRAIN_1330.wav,4
TRAIN_1331,/content/drive/My Drive/CremaD/train/TRAIN_1331.wav,3
TRAIN_1332,/content/drive/My Drive/CremaD/train/TRAIN_1332.wav,2
TRAIN_1333,/content/drive/My Drive/CremaD/train/TRAIN_1333.wav,0
TRAIN_1334,/content/drive/My Drive/CremaD/train/TRAIN_1334.wav,2
TRAIN_1335,/content/drive/My Drive/CremaD/train/TRAIN_1335.wav,0
TRAIN_1336,/content/drive/My Drive/CremaD/train/TRAIN_1336.wav,1
TRAIN_1337,/content/drive/My Drive/CremaD/train/TRAIN_1337.wav,3
TRAIN_1338,/content/drive/My Drive/CremaD/train/TRAIN_1338.wav,0
TRAIN_1339,/content/drive/My Drive/CremaD/train/TRAIN_1339.wav,5
TRAIN_1340,/content/drive/My Drive/CremaD/train/TRAIN_1340.wav,2
TRAIN_1341,/content/drive/My Drive/CremaD/train/TRAIN_1341.wav,4
TRAIN_1342,/content/drive/My Drive/CremaD/train/TRAIN_1342.wav,3
TRAIN_1343,/content/drive/My Drive/CremaD/train/TRAIN_1343.wav,2
TRAIN_1344,/content/drive/My Drive/CremaD/train/TRAIN_1344.wav,1
TRAIN_1345,/content/drive/My Drive/CremaD/train/TRAIN_1345.wav,5
TRAIN_1346,/content/drive/My Drive/CremaD/train/TRAIN_1346.wav,1
TRAIN_1347,/content/drive/My Drive/CremaD/train/TRAIN_1347.wav,1
TRAIN_1348,/content/drive/My Drive/CremaD/train/TRAIN_1348.wav,5
TRAIN_1349,/content/drive/My Drive/CremaD/train/TRAIN_1349.wav,0
TRAIN_1350,/content/drive/My Drive/CremaD/train/TRAIN_1350.wav,2
TRAIN_1351,/content/drive/My Drive/CremaD/train/TRAIN_1351.wav,3
TRAIN_1352,/content/drive/My Drive/CremaD/train/TRAIN_1352.wav,5
TRAIN_1353,/content/drive/My Drive/CremaD/train/TRAIN_1353.wav,4
TRAIN_1354,/content/drive/My Drive/CremaD/train/TRAIN_1354.wav,5
TRAIN_1355,/content/drive/My Drive/CremaD/train/TRAIN_1355.wav,1
TRAIN_1356,/content/drive/My Drive/CremaD/train/TRAIN_1356.wav,1
TRAIN_1357,/content/drive/My Drive/CremaD/train/TRAIN_1357.wav,2
TRAIN_1358,/content/drive/My Drive/CremaD/train/TRAIN_1358.wav,3
TRAIN_1359,/content/drive/My Drive/CremaD/train/TRAIN_1359.wav,5
TRAIN_1360,/content/drive/My Drive/CremaD/train/TRAIN_1360.wav,0
TRAIN_1361,/content/drive/My Drive/CremaD/train/TRAIN_1361.wav,2
TRAIN_1362,/content/drive/My Drive/CremaD/train/TRAIN_1362.wav,4
TRAIN_1363,/content/drive/My Drive/CremaD/train/TRAIN_1363.wav,5
TRAIN_1364,/content/drive/My Drive/CremaD/train/TRAIN_1364.wav,0
TRAIN_1365,/content/drive/My Drive/CremaD/train/TRAIN_1365.wav,3
TRAIN_1366,/content/drive/My Drive/CremaD/train/TRAIN_1366.wav,0
TRAIN_1367,/content/drive/My Drive/CremaD/train/TRAIN_1367.wav,1
TRAIN_1368,/content/drive/My Drive/CremaD/train/TRAIN_1368.wav,1
TRAIN_1369,/content/drive/My Drive/CremaD/train/TRAIN_1369.wav,2
TRAIN_1370,/content/drive/My Drive/CremaD/train/TRAIN_1370.wav,5
TRAIN_1371,/content/drive/My Drive/CremaD/train/TRAIN_1371.wav,0
TRAIN_1372,/content/drive/My Drive/CremaD/train/TRAIN_1372.wav,3
TRAIN_1373,/content/drive/My Drive/CremaD/train/TRAIN_1373.wav,1
TRAIN_1374,/content/drive/My Drive/CremaD/train/TRAIN_1374.wav,0
TRAIN_1375,/content/drive/My Drive/CremaD/train/TRAIN_1375.wav,4
TRAIN_1376,/content/drive/My Drive/CremaD/train/TRAIN_1376.wav,5
TRAIN_1377,/content/drive/My Drive/CremaD/train/TRAIN_1377.wav,0
TRAIN_1378,/content/drive/My Drive/CremaD/train/TRAIN_1378.wav,3
TRAIN_1379,/content/drive/My Drive/CremaD/train/TRAIN_1379.wav,5
TRAIN_1380,/content/drive/My Drive/CremaD/train/TRAIN_1380.wav,2
TRAIN_1381,/content/drive/My Drive/CremaD/train/TRAIN_1381.wav,0
TRAIN_1382,/content/drive/My Drive/CremaD/train/TRAIN_1382.wav,4
TRAIN_1383,/content/drive/My Drive/CremaD/train/TRAIN_1383.wav,4
TRAIN_1384,/content/drive/My Drive/CremaD/train/TRAIN_1384.wav,4
TRAIN_1385,/content/drive/My Drive/CremaD/train/TRAIN_1385.wav,5
TRAIN_1386,/content/drive/My Drive/CremaD/train/TRAIN_1386.wav,2
TRAIN_1387,/content/drive/My Drive/CremaD/train/TRAIN_1387.wav,5
TRAIN_1388,/content/drive/My Drive/CremaD/train/TRAIN_1388.wav,3
TRAIN_1389,/content/drive/My Drive/CremaD/train/TRAIN_1389.wav,2
TRAIN_1390,/content/drive/My Drive/CremaD/train/TRAIN_1390.wav,5
TRAIN_1391,/content/drive/My Drive/CremaD/train/TRAIN_1391.wav,1
TRAIN_1392,/content/drive/My Drive/CremaD/train/TRAIN_1392.wav,1
TRAIN_1393,/content/drive/My Drive/CremaD/train/TRAIN_1393.wav,5
TRAIN_1394,/content/drive/My Drive/CremaD/train/TRAIN_1394.wav,5
TRAIN_1395,/content/drive/My Drive/CremaD/train/TRAIN_1395.wav,1
TRAIN_1396,/content/drive/My Drive/CremaD/train/TRAIN_1396.wav,0
TRAIN_1397,/content/drive/My Drive/CremaD/train/TRAIN_1397.wav,3
TRAIN_1398,/content/drive/My Drive/CremaD/train/TRAIN_1398.wav,5
TRAIN_1399,/content/drive/My Drive/CremaD/train/TRAIN_1399.wav,5
TRAIN_1400,/content/drive/My Drive/CremaD/train/TRAIN_1400.wav,1
TRAIN_1401,/content/drive/My Drive/CremaD/train/TRAIN_1401.wav,0
TRAIN_1402,/content/drive/My Drive/CremaD/train/TRAIN_1402.wav,4
TRAIN_1403,/content/drive/My Drive/CremaD/train/TRAIN_1403.wav,4
TRAIN_1404,/content/drive/My Drive/CremaD/train/TRAIN_1404.wav,2
TRAIN_1405,/content/drive/My Drive/CremaD/train/TRAIN_1405.wav,2
TRAIN_1406,/content/drive/My Drive/CremaD/train/TRAIN_1406.wav,0
TRAIN_1407,/content/drive/My Drive/CremaD/train/TRAIN_1407.wav,5
TRAIN_1408,/content/drive/My Drive/CremaD/train/TRAIN_1408.wav,3
TRAIN_1409,/content/drive/My Drive/CremaD/train/TRAIN_1409.wav,0
TRAIN_1410,/content/drive/My Drive/CremaD/train/TRAIN_1410.wav,5
TRAIN_1411,/content/drive/My Drive/CremaD/train/TRAIN_1411.wav,4
TRAIN_1412,/content/drive/My Drive/CremaD/train/TRAIN_1412.wav,4
TRAIN_1413,/content/drive/My Drive/CremaD/train/TRAIN_1413.wav,5
TRAIN_1414,/content/drive/My Drive/CremaD/train/TRAIN_1414.wav,1
TRAIN_1415,/content/drive/My Drive/CremaD/train/TRAIN_1415.wav,4
TRAIN_1416,/content/drive/My Drive/CremaD/train/TRAIN_1416.wav,4
TRAIN_1417,/content/drive/My Drive/CremaD/train/TRAIN_1417.wav,0
TRAIN_1418,/content/drive/My Drive/CremaD/train/TRAIN_1418.wav,0
TRAIN_1419,/content/drive/My Drive/CremaD/train/TRAIN_1419.wav,1
TRAIN_1420,/content/drive/My Drive/CremaD/train/TRAIN_1420.wav,4
TRAIN_1421,/content/drive/My Drive/CremaD/train/TRAIN_1421.wav,1
TRAIN_1422,/content/drive/My Drive/CremaD/train/TRAIN_1422.wav,0
TRAIN_1423,/content/drive/My Drive/CremaD/train/TRAIN_1423.wav,5
TRAIN_1424,/content/drive/My Drive/CremaD/train/TRAIN_1424.wav,0
TRAIN_1425,/content/drive/My Drive/CremaD/train/TRAIN_1425.wav,2
TRAIN_1426,/content/drive/My Drive/CremaD/train/TRAIN_1426.wav,1
TRAIN_1427,/content/drive/My Drive/CremaD/train/TRAIN_1427.wav,2
TRAIN_1428,/content/drive/My Drive/CremaD/train/TRAIN_1428.wav,0
TRAIN_1429,/content/drive/My Drive/CremaD/train/TRAIN_1429.wav,5
TRAIN_1430,/content/drive/My Drive/CremaD/train/TRAIN_1430.wav,0
TRAIN_1431,/content/drive/My Drive/CremaD/train/TRAIN_1431.wav,0
TRAIN_1432,/content/drive/My Drive/CremaD/train/TRAIN_1432.wav,0
TRAIN_1433,/content/drive/My Drive/CremaD/train/TRAIN_1433.wav,5
TRAIN_1434,/content/drive/My Drive/CremaD/train/TRAIN_1434.wav,1
TRAIN_1435,/content/drive/My Drive/CremaD/train/TRAIN_1435.wav,3
TRAIN_1436,/content/drive/My Drive/CremaD/train/TRAIN_1436.wav,4
TRAIN_1437,/content/drive/My Drive/CremaD/train/TRAIN_1437.wav,3
TRAIN_1438,/content/drive/My Drive/CremaD/train/TRAIN_1438.wav,3
TRAIN_1439,/content/drive/My Drive/CremaD/train/TRAIN_1439.wav,2
TRAIN_1440,/content/drive/My Drive/CremaD/train/TRAIN_1440.wav,3
TRAIN_1441,/content/drive/My Drive/CremaD/train/TRAIN_1441.wav,1
TRAIN_1442,/content/drive/My Drive/CremaD/train/TRAIN_1442.wav,4
TRAIN_1443,/content/drive/My Drive/CremaD/train/TRAIN_1443.wav,1
TRAIN_1444,/content/drive/My Drive/CremaD/train/TRAIN_1444.wav,3
TRAIN_1445,/content/drive/My Drive/CremaD/train/TRAIN_1445.wav,0
TRAIN_1446,/content/drive/My Drive/CremaD/train/TRAIN_1446.wav,3
TRAIN_1447,/content/drive/My Drive/CremaD/train/TRAIN_1447.wav,4
TRAIN_1448,/content/drive/My Drive/CremaD/train/TRAIN_1448.wav,0
TRAIN_1449,/content/drive/My Drive/CremaD/train/TRAIN_1449.wav,0
TRAIN_1450,/content/drive/My Drive/CremaD/train/TRAIN_1450.wav,4
TRAIN_1451,/content/drive/My Drive/CremaD/train/TRAIN_1451.wav,1
TRAIN_1452,/content/drive/My Drive/CremaD/train/TRAIN_1452.wav,0
TRAIN_1453,/content/drive/My Drive/CremaD/train/TRAIN_1453.wav,1
TRAIN_1454,/content/drive/My Drive/CremaD/train/TRAIN_1454.wav,1
TRAIN_1455,/content/drive/My Drive/CremaD/train/TRAIN_1455.wav,0
TRAIN_1456,/content/drive/My Drive/CremaD/train/TRAIN_1456.wav,0
TRAIN_1457,/content/drive/My Drive/CremaD/train/TRAIN_1457.wav,3
TRAIN_1458,/content/drive/My Drive/CremaD/train/TRAIN_1458.wav,3
TRAIN_1459,/content/drive/My Drive/CremaD/train/TRAIN_1459.wav,1
TRAIN_1460,/content/drive/My Drive/CremaD/train/TRAIN_1460.wav,4
TRAIN_1461,/content/drive/My Drive/CremaD/train/TRAIN_1461.wav,1
TRAIN_1462,/content/drive/My Drive/CremaD/train/TRAIN_1462.wav,2
TRAIN_1463,/content/drive/My Drive/CremaD/train/TRAIN_1463.wav,3
TRAIN_1464,/content/drive/My Drive/CremaD/train/TRAIN_1464.wav,3
TRAIN_1465,/content/drive/My Drive/CremaD/train/TRAIN_1465.wav,0
TRAIN_1466,/content/drive/My Drive/CremaD/train/TRAIN_1466.wav,5
TRAIN_1467,/content/drive/My Drive/CremaD/train/TRAIN_1467.wav,4
TRAIN_1468,/content/drive/My Drive/CremaD/train/TRAIN_1468.wav,0
TRAIN_1469,/content/drive/My Drive/CremaD/train/TRAIN_1469.wav,4
TRAIN_1470,/content/drive/My Drive/CremaD/train/TRAIN_1470.wav,4
TRAIN_1471,/content/drive/My Drive/CremaD/train/TRAIN_1471.wav,5
TRAIN_1472,/content/drive/My Drive/CremaD/train/TRAIN_1472.wav,5
TRAIN_1473,/content/drive/My Drive/CremaD/train/TRAIN_1473.wav,3
TRAIN_1474,/content/drive/My Drive/CremaD/train/TRAIN_1474.wav,1
TRAIN_1475,/content/drive/My Drive/CremaD/train/TRAIN_1475.wav,4
TRAIN_1476,/content/drive/My Drive/CremaD/train/TRAIN_1476.wav,2
TRAIN_1477,/content/drive/My Drive/CremaD/train/TRAIN_1477.wav,4
TRAIN_1478,/content/drive/My Drive/CremaD/train/TRAIN_1478.wav,3
TRAIN_1479,/content/drive/My Drive/CremaD/train/TRAIN_1479.wav,5
TRAIN_1480,/content/drive/My Drive/CremaD/train/TRAIN_1480.wav,4
TRAIN_1481,/content/drive/My Drive/CremaD/train/TRAIN_1481.wav,3
TRAIN_1482,/content/drive/My Drive/CremaD/train/TRAIN_1482.wav,4
TRAIN_1483,/content/drive/My Drive/CremaD/train/TRAIN_1483.wav,1
TRAIN_1484,/content/drive/My Drive/CremaD/train/TRAIN_1484.wav,4
TRAIN_1485,/content/drive/My Drive/CremaD/train/TRAIN_1485.wav,0
TRAIN_1486,/content/drive/My Drive/CremaD/train/TRAIN_1486.wav,4
TRAIN_1487,/content/drive/My Drive/CremaD/train/TRAIN_1487.wav,2
TRAIN_1488,/content/drive/My Drive/CremaD/train/TRAIN_1488.wav,3
TRAIN_1489,/content/drive/My Drive/CremaD/train/TRAIN_1489.wav,4
TRAIN_1490,/content/drive/My Drive/CremaD/train/TRAIN_1490.wav,5
TRAIN_1491,/content/drive/My Drive/CremaD/train/TRAIN_1491.wav,2
TRAIN_1492,/content/drive/My Drive/CremaD/train/TRAIN_1492.wav,0
TRAIN_1493,/content/drive/My Drive/CremaD/train/TRAIN_1493.wav,0
TRAIN_1494,/content/drive/My Drive/CremaD/train/TRAIN_1494.wav,3
TRAIN_1495,/content/drive/My Drive/CremaD/train/TRAIN_1495.wav,1
TRAIN_1496,/content/drive/My Drive/CremaD/train/TRAIN_1496.wav,2
TRAIN_1497,/content/drive/My Drive/CremaD/train/TRAIN_1497.wav,0
TRAIN_1498,/content/drive/My Drive/CremaD/train/TRAIN_1498.wav,0
TRAIN_1499,/content/drive/My Drive/CremaD/train/TRAIN_1499.wav,4
TRAIN_1500,/content/drive/My Drive/CremaD/train/TRAIN_1500.wav,3
TRAIN_1501,/content/drive/My Drive/CremaD/train/TRAIN_1501.wav,4
TRAIN_1502,/content/drive/My Drive/CremaD/train/TRAIN_1502.wav,1
TRAIN_1503,/content/drive/My Drive/CremaD/train/TRAIN_1503.wav,2
TRAIN_1504,/content/drive/My Drive/CremaD/train/TRAIN_1504.wav,2
TRAIN_1505,/content/drive/My Drive/CremaD/train/TRAIN_1505.wav,2
TRAIN_1506,/content/drive/My Drive/CremaD/train/TRAIN_1506.wav,0
TRAIN_1507,/content/drive/My Drive/CremaD/train/TRAIN_1507.wav,0
TRAIN_1508,/content/drive/My Drive/CremaD/train/TRAIN_1508.wav,2
TRAIN_1509,/content/drive/My Drive/CremaD/train/TRAIN_1509.wav,2
TRAIN_1510,/content/drive/My Drive/CremaD/train/TRAIN_1510.wav,1
TRAIN_1511,/content/drive/My Drive/CremaD/train/TRAIN_1511.wav,0
TRAIN_1512,/content/drive/My Drive/CremaD/train/TRAIN_1512.wav,5
TRAIN_1513,/content/drive/My Drive/CremaD/train/TRAIN_1513.wav,1
TRAIN_1514,/content/drive/My Drive/CremaD/train/TRAIN_1514.wav,1
TRAIN_1515,/content/drive/My Drive/CremaD/train/TRAIN_1515.wav,0
TRAIN_1516,/content/drive/My Drive/CremaD/train/TRAIN_1516.wav,1
TRAIN_1517,/content/drive/My Drive/CremaD/train/TRAIN_1517.wav,4
TRAIN_1518,/content/drive/My Drive/CremaD/train/TRAIN_1518.wav,4
TRAIN_1519,/content/drive/My Drive/CremaD/train/TRAIN_1519.wav,5
TRAIN_1520,/content/drive/My Drive/CremaD/train/TRAIN_1520.wav,0
TRAIN_1521,/content/drive/My Drive/CremaD/train/TRAIN_1521.wav,3
TRAIN_1522,/content/drive/My Drive/CremaD/train/TRAIN_1522.wav,3
TRAIN_1523,/content/drive/My Drive/CremaD/train/TRAIN_1523.wav,0
TRAIN_1524,/content/drive/My Drive/CremaD/train/TRAIN_1524.wav,5
TRAIN_1525,/content/drive/My Drive/CremaD/train/TRAIN_1525.wav,0
TRAIN_1526,/content/drive/My Drive/CremaD/train/TRAIN_1526.wav,3
TRAIN_1527,/content/drive/My Drive/CremaD/train/TRAIN_1527.wav,4
TRAIN_1528,/content/drive/My Drive/CremaD/train/TRAIN_1528.wav,5
TRAIN_1529,/content/drive/My Drive/CremaD/train/TRAIN_1529.wav,0
TRAIN_1530,/content/drive/My Drive/CremaD/train/TRAIN_1530.wav,1
TRAIN_1531,/content/drive/My Drive/CremaD/train/TRAIN_1531.wav,5
TRAIN_1532,/content/drive/My Drive/CremaD/train/TRAIN_1532.wav,3
TRAIN_1533,/content/drive/My Drive/CremaD/train/TRAIN_1533.wav,0
TRAIN_1534,/content/drive/My Drive/CremaD/train/TRAIN_1534.wav,1
TRAIN_1535,/content/drive/My Drive/CremaD/train/TRAIN_1535.wav,1
TRAIN_1536,/content/drive/My Drive/CremaD/train/TRAIN_1536.wav,0
TRAIN_1537,/content/drive/My Drive/CremaD/train/TRAIN_1537.wav,3
TRAIN_1538,/content/drive/My Drive/CremaD/train/TRAIN_1538.wav,2
TRAIN_1539,/content/drive/My Drive/CremaD/train/TRAIN_1539.wav,1
TRAIN_1540,/content/drive/My Drive/CremaD/train/TRAIN_1540.wav,1
TRAIN_1541,/content/drive/My Drive/CremaD/train/TRAIN_1541.wav,1
TRAIN_1542,/content/drive/My Drive/CremaD/train/TRAIN_1542.wav,3
TRAIN_1543,/content/drive/My Drive/CremaD/train/TRAIN_1543.wav,3
TRAIN_1544,/content/drive/My Drive/CremaD/train/TRAIN_1544.wav,5
TRAIN_1545,/content/drive/My Drive/CremaD/train/TRAIN_1545.wav,5
TRAIN_1546,/content/drive/My Drive/CremaD/train/TRAIN_1546.wav,5
TRAIN_1547,/content/drive/My Drive/CremaD/train/TRAIN_1547.wav,0
TRAIN_1548,/content/drive/My Drive/CremaD/train/TRAIN_1548.wav,2
TRAIN_1549,/content/drive/My Drive/CremaD/train/TRAIN_1549.wav,3
TRAIN_1550,/content/drive/My Drive/CremaD/train/TRAIN_1550.wav,5
TRAIN_1551,/content/drive/My Drive/CremaD/train/TRAIN_1551.wav,4
TRAIN_1552,/content/drive/My Drive/CremaD/train/TRAIN_1552.wav,2
TRAIN_1553,/content/drive/My Drive/CremaD/train/TRAIN_1553.wav,5
TRAIN_1554,/content/drive/My Drive/CremaD/train/TRAIN_1554.wav,3
TRAIN_1555,/content/drive/My Drive/CremaD/train/TRAIN_1555.wav,2
TRAIN_1556,/content/drive/My Drive/CremaD/train/TRAIN_1556.wav,3
TRAIN_1557,/content/drive/My Drive/CremaD/train/TRAIN_1557.wav,2
TRAIN_1558,/content/drive/My Drive/CremaD/train/TRAIN_1558.wav,0
TRAIN_1559,/content/drive/My Drive/CremaD/train/TRAIN_1559.wav,1
TRAIN_1560,/content/drive/My Drive/CremaD/train/TRAIN_1560.wav,1
TRAIN_1561,/content/drive/My Drive/CremaD/train/TRAIN_1561.wav,4
TRAIN_1562,/content/drive/My Drive/CremaD/train/TRAIN_1562.wav,5
TRAIN_1563,/content/drive/My Drive/CremaD/train/TRAIN_1563.wav,3
TRAIN_1564,/content/drive/My Drive/CremaD/train/TRAIN_1564.wav,2
TRAIN_1565,/content/drive/My Drive/CremaD/train/TRAIN_1565.wav,0
TRAIN_1566,/content/drive/My Drive/CremaD/train/TRAIN_1566.wav,1
TRAIN_1567,/content/drive/My Drive/CremaD/train/TRAIN_1567.wav,4
TRAIN_1568,/content/drive/My Drive/CremaD/train/TRAIN_1568.wav,1
TRAIN_1569,/content/drive/My Drive/CremaD/train/TRAIN_1569.wav,5
TRAIN_1570,/content/drive/My Drive/CremaD/train/TRAIN_1570.wav,0
TRAIN_1571,/content/drive/My Drive/CremaD/train/TRAIN_1571.wav,2
TRAIN_1572,/content/drive/My Drive/CremaD/train/TRAIN_1572.wav,5
TRAIN_1573,/content/drive/My Drive/CremaD/train/TRAIN_1573.wav,1
TRAIN_1574,/content/drive/My Drive/CremaD/train/TRAIN_1574.wav,2
TRAIN_1575,/content/drive/My Drive/CremaD/train/TRAIN_1575.wav,2
TRAIN_1576,/content/drive/My Drive/CremaD/train/TRAIN_1576.wav,4
TRAIN_1577,/content/drive/My Drive/CremaD/train/TRAIN_1577.wav,0
TRAIN_1578,/content/drive/My Drive/CremaD/train/TRAIN_1578.wav,4
TRAIN_1579,/content/drive/My Drive/CremaD/train/TRAIN_1579.wav,0
TRAIN_1580,/content/drive/My Drive/CremaD/train/TRAIN_1580.wav,0
TRAIN_1581,/content/drive/My Drive/CremaD/train/TRAIN_1581.wav,2
TRAIN_1582,/content/drive/My Drive/CremaD/train/TRAIN_1582.wav,4
TRAIN_1583,/content/drive/My Drive/CremaD/train/TRAIN_1583.wav,0
TRAIN_1584,/content/drive/My Drive/CremaD/train/TRAIN_1584.wav,2
TRAIN_1585,/content/drive/My Drive/CremaD/train/TRAIN_1585.wav,2
TRAIN_1586,/content/drive/My Drive/CremaD/train/TRAIN_1586.wav,2
TRAIN_1587,/content/drive/My Drive/CremaD/train/TRAIN_1587.wav,0
TRAIN_1588,/content/drive/My Drive/CremaD/train/TRAIN_1588.wav,1
TRAIN_1589,/content/drive/My Drive/CremaD/train/TRAIN_1589.wav,0
TRAIN_1590,/content/drive/My Drive/CremaD/train/TRAIN_1590.wav,0
TRAIN_1591,/content/drive/My Drive/CremaD/train/TRAIN_1591.wav,5
TRAIN_1592,/content/drive/My Drive/CremaD/train/TRAIN_1592.wav,1
TRAIN_1593,/content/drive/My Drive/CremaD/train/TRAIN_1593.wav,5
TRAIN_1594,/content/drive/My Drive/CremaD/train/TRAIN_1594.wav,5
TRAIN_1595,/content/drive/My Drive/CremaD/train/TRAIN_1595.wav,4
TRAIN_1596,/content/drive/My Drive/CremaD/train/TRAIN_1596.wav,0
TRAIN_1597,/content/drive/My Drive/CremaD/train/TRAIN_1597.wav,0
TRAIN_1598,/content/drive/My Drive/CremaD/train/TRAIN_1598.wav,3
TRAIN_1599,/content/drive/My Drive/CremaD/train/TRAIN_1599.wav,3
TRAIN_1600,/content/drive/My Drive/CremaD/train/TRAIN_1600.wav,3
TRAIN_1601,/content/drive/My Drive/CremaD/train/TRAIN_1601.wav,5
TRAIN_1602,/content/drive/My Drive/CremaD/train/TRAIN_1602.wav,0
TRAIN_1603,/content/drive/My Drive/CremaD/train/TRAIN_1603.wav,3
TRAIN_1604,/content/drive/My Drive/CremaD/train/TRAIN_1604.wav,2
TRAIN_1605,/content/drive/My Drive/CremaD/train/TRAIN_1605.wav,3
TRAIN_1606,/content/drive/My Drive/CremaD/train/TRAIN_1606.wav,3
TRAIN_1607,/content/drive/My Drive/CremaD/train/TRAIN_1607.wav,3
TRAIN_1608,/content/drive/My Drive/CremaD/train/TRAIN_1608.wav,4
TRAIN_1609,/content/drive/My Drive/CremaD/train/TRAIN_1609.wav,3
TRAIN_1610,/content/drive/My Drive/CremaD/train/TRAIN_1610.wav,0
TRAIN_1611,/content/drive/My Drive/CremaD/train/TRAIN_1611.wav,5
TRAIN_1612,/content/drive/My Drive/CremaD/train/TRAIN_1612.wav,5
TRAIN_1613,/content/drive/My Drive/CremaD/train/TRAIN_1613.wav,5
TRAIN_1614,/content/drive/My Drive/CremaD/train/TRAIN_1614.wav,1
TRAIN_1615,/content/drive/My Drive/CremaD/train/TRAIN_1615.wav,2
TRAIN_1616,/content/drive/My Drive/CremaD/train/TRAIN_1616.wav,4
TRAIN_1617,/content/drive/My Drive/CremaD/train/TRAIN_1617.wav,1
TRAIN_1618,/content/drive/My Drive/CremaD/train/TRAIN_1618.wav,3
TRAIN_1619,/content/drive/My Drive/CremaD/train/TRAIN_1619.wav,2
TRAIN_1620,/content/drive/My Drive/CremaD/train/TRAIN_1620.wav,4
TRAIN_1621,/content/drive/My Drive/CremaD/train/TRAIN_1621.wav,2
TRAIN_1622,/content/drive/My Drive/CremaD/train/TRAIN_1622.wav,3
TRAIN_1623,/content/drive/My Drive/CremaD/train/TRAIN_1623.wav,5
TRAIN_1624,/content/drive/My Drive/CremaD/train/TRAIN_1624.wav,0
TRAIN_1625,/content/drive/My Drive/CremaD/train/TRAIN_1625.wav,5
TRAIN_1626,/content/drive/My Drive/CremaD/train/TRAIN_1626.wav,5
TRAIN_1627,/content/drive/My Drive/CremaD/train/TRAIN_1627.wav,5
TRAIN_1628,/content/drive/My Drive/CremaD/train/TRAIN_1628.wav,2
TRAIN_1629,/content/drive/My Drive/CremaD/train/TRAIN_1629.wav,4
TRAIN_1630,/content/drive/My Drive/CremaD/train/TRAIN_1630.wav,3
TRAIN_1631,/content/drive/My Drive/CremaD/train/TRAIN_1631.wav,1
TRAIN_1632,/content/drive/My Drive/CremaD/train/TRAIN_1632.wav,5
TRAIN_1633,/content/drive/My Drive/CremaD/train/TRAIN_1633.wav,2
TRAIN_1634,/content/drive/My Drive/CremaD/train/TRAIN_1634.wav,5
TRAIN_1635,/content/drive/My Drive/CremaD/train/TRAIN_1635.wav,5
TRAIN_1636,/content/drive/My Drive/CremaD/train/TRAIN_1636.wav,4
TRAIN_1637,/content/drive/My Drive/CremaD/train/TRAIN_1637.wav,2
TRAIN_1638,/content/drive/My Drive/CremaD/train/TRAIN_1638.wav,3
TRAIN_1639,/content/drive/My Drive/CremaD/train/TRAIN_1639.wav,4
TRAIN_1640,/content/drive/My Drive/CremaD/train/TRAIN_1640.wav,3
